Name,LowerCut,UpperCut,RadialStep,AngleIncrement,Th,K,R^2,Time
Norm Test Image_90_0.2_90.02_0.2_0.38892,2.0,32.0,0.5,1.0,87.07,0.27,0.74,"Tuesday, 18. August 2015 09:25AM"
